left_index,left_side,similarity,right_side,right_index
815,astt dot manager,0.83409196,astt dot manager account,2992
2992,astt dot manager account,0.83409196,astt dot manager,815
2962,astt manager paint shop,0.8030304,manager paint shop,1458
6808,audit assistant account assistantinternal audit,0.80186856,account audit assistant,6747
3439,automation engineer,0.82514626,senior automation engineer,3615
3439,automation engineer,0.8248482,automation engineer trainee,4969
3439,automation engineer,0.803099,qa automation engineer,3654
4969,automation engineer trainee,0.8248482,automation engineer,3439
6009,automation test analyst,0.8122911,automation test engineer,3426
6009,automation test analyst,0.80988866,automation test manager,2599
3426,automation test engineer,0.86044747,senior automation test engineer,3609
3426,automation test engineer,0.8122911,automation test analyst,6009
3426,automation test engineer,0.8071046,automation test manager,2599
2599,automation test manager,0.80988866,automation test analyst,6009
2599,automation test manager,0.8071046,automation test engineer,3426
3546,automobile engineer,0.83635014,automobile r engineer,4144
4144,automobile r engineer,0.83635014,automobile engineer,3546
3680,automobile service engineer,0.8916118,automobile service manager,2959
3680,automobile service engineer,0.85233796,mobile service engineer,3613
2959,automobile service manager,0.8916118,automobile service engineer,3680
5824,aws solution architect,0.81923765,solution architect,5770
3750,b e mechanical engineer,0.82500964,mechanical engineer,3374
6388,back office analyst,0.8255665,back office manager,1124
1124,back office manager,0.8255665,back office analyst,6388
3645,backhaul engineer,0.8575235,ip backhaul engineer,4848
3645,backhaul engineer,0.8512926,jc backhaul engineer,4210
760,bancassurance manager,0.827744,sale manager bancassurance,781
2426,banquet asset manager,0.8249902,banquet manager,818
818,banquet manager,0.8249902,banquet asset manager,2426
818,banquet manager,0.8057148,assistant banquet manager,1527
2047,banquet sale manager,0.8064336,assistant manager banquet sale,2487
6524,bi reporting analyst,0.8465407,reporting analyst,5938
5999,billing analyst,0.81661236,senior billing analyst,6384
3483,billing engineer,0.9368765,billing engineer q,5699
5699,billing engineer q,0.9368765,billing engineer,3483
3481,biomedical engineer,0.8654195,biomedical engineer trainee,4630
3481,biomedical engineer,0.85315925,senior biomedical engineer,4036
3481,biomedical engineer,0.8296263,junior biomedical engineer,4242
4630,biomedical engineer trainee,0.8654195,biomedical engineer,3481
2111,block account manager,0.90260553,block accountant,6880
6880,block accountant,0.90260553,block account manager,2111
4594,bm commissioning engineer,0.82745755,commissioning engineer,3531
4594,bm commissioning engineer,0.81064576,c commissioning engineer,5026
1087,branch account manager,0.8628203,branch accountant,6706
6706,branch accountant,0.8628203,branch account manager,1087
6706,branch accountant,0.82694393,senior branch accountant,6847
847,branch acquisition manager,0.8205867,acquisition manager,431
331,branch credit manager,0.82763237,assistant branch credit manager,1438
331,branch credit manager,0.8229403,branch credit manager credit operation,1059
1059,branch credit manager credit operation,0.8229403,branch credit manager,331
2884,branch manager business development,0.875554,assistant branch manager business development,2257
308,branch sale manager,0.90686923,branch sale manager ca,2274
308,branch sale manager,0.8232653,senior branch sale manager,941
308,branch sale manager,0.80807227,branch sale manager casa,814
2274,branch sale manager ca,0.90686923,branch sale manager,308
2274,branch sale manager ca,0.89105725,branch sale manager casa,814
814,branch sale manager casa,0.89105725,branch sale manager ca,2274
814,branch sale manager casa,0.80807227,branch sale manager,308
5156,branch service engineer,0.8236504,branch service manager,509
509,branch service manager,0.8236504,branch service engineer,5156
509,branch service manager,0.80133086,assistant branch service manager,2709
1668,branch service operation manager,0.80994546,service operation manager,1321
2572,brand digital marketing manager,0.8292642,digital marketing manager,557
4460,bridge design engineer,0.88845366,senior bridge design engineer,5343
3644,bridge engineer,0.84692055,senior bridge engineer,4008
3644,bridge engineer,0.8036023,assistant bridge engineer,3673
3972,broadcast engineer,0.8812415,senior broadcast engineer,4719
4958,bs engineer transmission engineer,0.8519082,transmission engineer,3548
4958,bs engineer transmission engineer,0.8438627,senior transmission engineer,4139
4309,bs fault management engineer,0.84281075,fault management engineer,3707
3807,build release engineer,0.8986098,senior build release engineer,4752
2054,business account manager,0.873793,business accountant,6804
6804,business accountant,0.873793,business account manager,2054
3005,business acquisition manager,0.80215865,acquisition manager,431
5875,business analyst,0.8556622,business analyst ii,6251
5875,business analyst,0.8518468,manager business analyst,1132
5875,business analyst,0.8005043,senior business analyst,5882
6251,business analyst ii,0.8556622,business analyst,5875
6333,business development analyst,0.8817647,senior business development analyst,6184
6333,business development analyst,0.8744933,business development manager,286
6333,business development analyst,0.855998,business development engineer,4054
4054,business development engineer,0.88634026,business development manager,286
4054,business development engineer,0.87979937,senior business development engineer,4767
4054,business development engineer,0.855998,business development analyst,6333
286,business development manager,0.88634026,business development engineer,4054
286,business development manager,0.87477136,senior business development manager,337
286,business development manager,0.8744933,business development analyst,6333
286,business development manager,0.8594821,account manager business development,1493
286,business development manager,0.85480547,assistant manager business development,681
286,business development manager,0.8501525,sale business development manager,696
286,business development manager,0.8408224,area business development manager,1508
286,business development manager,0.8095958,regional business development manager,1109
286,business development manager,0.8044444,associate business development manager,1393
6290,business excellence analyst,0.8543362,manager business excellence,1167
5982,business intelligence analyst,0.9138653,senior business intelligence analyst,6261
5982,business intelligence analyst,0.85356325,manager business intelligence,1413
5982,business intelligence analyst,0.8019027,senior manager business intelligence,2577
5939,business operation analyst,0.8648845,senior business operation analyst,6391
5939,business operation analyst,0.8169568,business operation manager,942
942,business operation manager,0.8169568,business operation analyst,5939
6134,business planning analyst,0.8181787,business planning manager,1875
1875,business planning manager,0.8181787,business planning analyst,6134
5948,business process analyst,0.8915112,senior business process analyst,6148
6618,business solution analyst,0.8407899,business solution manager,1624
1624,business solution manager,0.8407899,business solution analyst,6618
6321,business support analyst,0.80002797,business support manager,2590
2590,business support manager,0.80002797,business support analyst,6321
5973,business system analyst,0.87526387,senior business system analyst,6083
5893,business technology analyst,0.90303355,senior business technology analyst,6219
5893,business technology analyst,0.8985223,business technology analyst intern,6669
5893,business technology analyst,0.8317604,technology analyst,5879
6669,business technology analyst intern,0.8985223,business technology analyst,5893
6669,business technology analyst intern,0.81139576,senior business technology analyst,6219
1364,business unit manager,0.81756026,area business unit manager,1819
5026,c commissioning engineer,0.97968256,commissioning engineer,3531
5026,c commissioning engineer,0.89160866,dc commissioning engineer,5409
5026,c commissioning engineer,0.86232525,senior commissioning engineer,3918
5026,c commissioning engineer,0.81064576,bm commissioning engineer,4594
5026,c commissioning engineer,0.8076239,lead commissioning engineer,5202
5026,c commissioning engineer,0.80431205,testing commissioning engineer,3565
5026,c commissioning engineer,0.80160296,commissioning manager,1305
4288,c core engineer,0.80277526,core engineering,3832
3725,cad design engineer,0.8407748,lead design engineer,3741
5979,cae analyst,0.8090389,senior cae analyst,6197
3625,calibration engineer,0.85281736,senior calibration engineer,4539
1408,call center manager,0.8046936,assistant call center manager,2000
845,campaign manager,0.8827,senior campaign manager,2237
6914,cashier cum account,0.83249104,cashier cum account executive,6899
6899,cashier cum account executive,0.83249104,cashier cum account,6914
459,category manager,0.8446049,senior category manager,1611
4277,certification engineer,0.83335555,certification manager,3096
3096,certification manager,0.83335555,certification engineer,4277
946,channel development manager,0.9058396,senior channel development manager,2385
946,channel development manager,0.85046166,deputy channel development manager,1401
503,channel manager,0.8485828,senior channel manager,1666
503,channel manager,0.826691,area channel manager,1953
367,channel sale manager,0.8833931,senior channel sale manager,1035
367,channel sale manager,0.83061093,area sale manager channel sale,2014
367,channel sale manager,0.83009404,associate channel sale manager,3314
6709,chartered accountant,0.97449774,chartered accountantchartered accountant,6883
6709,chartered accountant,0.8536678,assistant chartered accountant,6882
6709,chartered accountant,0.84523076,associate chartered accountant,6885
6709,chartered accountant,0.8037897,chartered accountant firm,6957
6957,chartered accountant firm,0.8037897,chartered accountant,6709
6883,chartered accountantchartered accountant,0.97449774,chartered accountant,6709
6883,chartered accountantchartered accountant,0.9155207,assistant chartered accountant,6882
6883,chartered accountantchartered accountant,0.82367533,associate chartered accountant,6885
3533,chemical engineer,0.8589682,senior chemical engineer,4557
3533,chemical engineer,0.80223274,trainee chemical engineer,4424
1887,chief account manager,0.8668413,chief accountant,6750
6750,chief accountant,0.8668413,chief account manager,1887
6750,chief accountant,0.82612115,assistant chief accountant,6945
5821,chief architect,0.8423912,deputy chief architect,5866
3512,chief engineer,0.82748926,senior chief engineer,4502
6972,chief finance account officer,0.8534474,finance account officer,6714
840,chief general manager,0.9186135,chief general manager hr,2575
2575,chief general manager hr,0.9186135,chief general manager,840
333,chief manager,0.86273015,chief manager ii,2486
333,chief manager,0.8517876,chief manager hr,2465
333,chief manager,0.8353923,chief manager sale,1300
1367,chief manager finance,0.8524844,chief manager finance account,1967
1967,chief manager finance account,0.8524844,chief manager finance,1367
2465,chief manager hr,0.8517876,chief manager,333
2486,chief manager ii,0.86273015,chief manager,333
1313,chief manager information technology,0.8395977,engineer information technology,4779
1313,chief manager information technology,0.82254666,senior manager information technology,543
1300,chief manager sale,0.8353923,chief manager,333
2411,chief manager sale marketing,0.8091455,chief marketing manager,1355
1355,chief marketing manager,0.8091455,chief manager sale marketing,2411
6620,chinese language analyst,0.82141095,language analyst,6622
852,circle manager,0.8342309,circle sale manager,2814
2814,circle sale manager,0.8342309,circle manager,852
5827,civil architectural draughtsman,0.8975302,architectural draughtsman,5773
5827,civil architectural draughtsman,0.8403698,senior architectural draughtsman,5818
4033,civil engineer site supervisor,0.80119014,site engineer site supervisor,3556
5126,civil engineering student,0.85400903,engineering student,3953
5756,civil site billing engineer,0.82780063,site billing engineer,4589
3385,civil site engineer,0.8617185,senior civil site engineer,3703
3385,civil site engineer,0.85242945,jr civil site engineer,5572
5336,civil site engineer quantity surveyor,0.83597803,engineer quantity surveyor,5433
5336,civil site engineer quantity surveyor,0.8093492,manager quantity surveyor,1881
4331,civil structural design engineer,0.8319222,structural design engineer,3620
3623,civil structural engineer,0.89906096,senior civil structural engineer,4747
5960,claim analyst,0.8332595,senior claim analyst,6073
6798,client account officer,0.8011128,account officer,6692
6209,client financial analyst,0.8119369,client financial management analyst,6118
6118,client financial management analyst,0.8119369,client financial analyst,6209
408,client relationship manager,0.88975084,senior client relationship manager,1751
408,client relationship manager,0.84002316,deputy client relationship manager,1844
4510,client service engineer,0.82447284,client service manager,2853
2853,client service manager,0.82447284,client service engineer,4510
6348,client support analyst,0.86009103,sr client support analyst,6610
5966,clinical data analyst,0.9160359,clinical data analyst ii,6447
5966,clinical data analyst,0.8841107,senior clinical data analyst,6332
6447,clinical data analyst ii,0.9160359,clinical data analyst,5966
6447,clinical data analyst ii,0.8098771,senior clinical data analyst,6332
691,clinical data manager,0.88053286,senior clinical data manager,1645
691,clinical data manager,0.8139128,associate clinical data manager,2052
6365,clinical research analyst,0.8240044,clinical research manager,1569
6365,clinical research analyst,0.8181941,technical research analyst,6367
1569,clinical research manager,0.8240044,clinical research analyst,6365
3518,cloud engineer,0.82679015,senior cloud engineer,3809
4967,cloud infrastructure engineer,0.8112686,infrastructure engineer,3558
4320,cloud operation engineer,0.92924213,cloud operation engineer analyst,5294
5294,cloud operation engineer analyst,0.92924213,cloud operation engineer,4320
1944,cluster development manager,0.842895,assistant cluster development manager,3317
329,cluster manager,0.8056996,senior cluster manager,1586
4674,cm engineer,0.8160649,scm engineer,3833
6180,coding analyst,0.85846734,senior coding analyst,6181
318,collection manager,0.8386846,state collection manager,1955
318,collection manager,0.8108007,area collection manager,379
389,commercial manager,0.8242131,general manager commercial,1090
3531,commissioning engineer,0.97968256,c commissioning engineer,5026
3531,commissioning engineer,0.8802089,senior commissioning engineer,3918
3531,commissioning engineer,0.87349343,dc commissioning engineer,5409
3531,commissioning engineer,0.82745755,bm commissioning engineer,4594
3531,commissioning engineer,0.8243731,lead commissioning engineer,5202
3531,commissioning engineer,0.82099247,testing commissioning engineer,3565
3531,commissioning engineer,0.8182272,commissioning manager,1305
3531,commissioning engineer,0.8118713,project commissioning engineer,4875
3531,commissioning engineer,0.8047697,service commissioning engineer,5408
3531,commissioning engineer,0.800818,erection commissioning engineer,4187
1305,commissioning manager,0.8182272,commissioning engineer,3531
1305,commissioning manager,0.80160296,c commissioning engineer,5026
4740,communication engineer,0.8604018,telecommunication engineer,3638
4740,communication engineer,0.8168659,communication manager,1705
1705,communication manager,0.8168659,communication engineer,4740
6008,compliance analyst,0.876918,senior compliance analyst,6079
6008,compliance analyst,0.80439204,quality compliance analyst,6081
4647,compliance engineer,0.800239,compliance manager,745
745,compliance manager,0.800239,compliance engineer,4647
3752,component engineer,0.85817057,senior component engineer,4746
3572,computer engineer,0.8485415,computer operator computer engineer,3640
3541,computer hardware networking engineer,0.8748041,computer hardware software networking,274
3541,computer hardware networking engineer,0.8105741,hardware networking engineer,3487
274,computer hardware software networking,0.8748041,computer hardware networking engineer,3541
6729,computer operator accountant,0.82108814,account assistant computer operator,6781
3640,computer operator computer engineer,0.8485415,computer engineer,3572
922,concept manager,0.819175,assistant concept manager,944
6120,configuration analyst,0.85129535,configuration manager,1733
6120,configuration analyst,0.8443897,configuration engineer,4059
4059,configuration engineer,0.8992069,senior configuration engineer,4337
4059,configuration engineer,0.86200094,configuration manager,1733
4059,configuration engineer,0.8452051,software configuration engineer,212
4059,configuration engineer,0.8443897,configuration analyst,6120
4059,configuration engineer,0.8087272,configuration management engineer,4065
4065,configuration management engineer,0.8718907,configuration manager,1733
4065,configuration management engineer,0.8087272,configuration engineer,4059
1733,configuration manager,0.8718907,configuration management engineer,4065
1733,configuration manager,0.86200094,configuration engineer,4059
1733,configuration manager,0.85129535,configuration analyst,6120
1733,configuration manager,0.84491307,software configuration manager,257
3484,construction engineer,0.81718767,junior construction engineer,4544
3484,construction engineer,0.80815196,construction engineer civil,4484
4484,construction engineer civil,0.8507577,construction manager civil,855
4484,construction engineer civil,0.80815196,construction engineer,3484
855,construction manager civil,0.8507577,construction engineer civil,4484
4587,construction site engineer,0.88302016,construction site supervisor construction site engineer,4244
4244,construction site supervisor construction site engineer,0.88302016,construction site engineer,4587
3692,consultant engineer,0.8488355,senior consultant engineer,4511
3692,consultant engineer,0.8210705,assistant consultant engineer,5031
6390,consulting analyst,0.8235877,management consulting analyst,6281
915,consulting manager,0.86112756,senior consulting manager,1749
6186,content quality analyst,0.89322275,senior content quality analyst,6409
6024,contract analyst,0.84216046,senior contract analyst,6460
3545,contract engineer,0.82725936,senior contract engineer,3958
3635,control instrumentation engineer,0.8151932,assistant manager control instrumentation,2508
3832,core engineering,0.80277526,c core engineer,4288
4280,core network engineer,0.83341545,network engineer,3381
547,corporate account manager,0.88239944,corporate accountant,6859
6859,corporate accountant,0.88239944,corporate account manager,547
407,corporate agency manager,0.9057578,senior corporate agency manager,697
1003,corporate communication manager,0.85649043,senior manager corporate communication,2569
1003,corporate communication manager,0.8414676,assistant manager corporate communication,1693
1003,corporate communication manager,0.8326231,deputy manager corporate communication,2822
4936,corporate quality engineer,0.8440688,corporate quality manager,2393
2393,corporate quality manager,0.8440688,corporate quality engineer,4936
658,corporate relationship manager,0.83302796,relationship manager corporate sale,2600
6723,cost accountant,0.8272503,assistant cost accountant,6912
6723,cost accountant,0.809004,junior cost accountant,6937
6911,cost accountant officer,0.8517469,assistant account officer,6719
6800,cost accountant trainee,0.8184068,accountant trainee,6720
4483,cost control engineer,0.8041432,planning cost control engineer,5185
4312,cost estimation engineer,0.8087103,estimation engineer,3730
6849,cost management accountant,0.8212958,management accountant,6726
4643,coustomer support engineer,0.84574264,customer support engineer l,4850
4643,coustomer support engineer,0.80583197,sale customer support engineer,5167
532,credit manager corporate banking,0.8676187,manager corporate banking,2752
477,credit relationship manager,0.8048257,unit relationship manager,1204
4454,customer care engineer,0.8186088,customer care manager,445
445,customer care manager,0.84696746,area customer care manager,1625
445,customer care manager,0.8381384,customer care manager service,3031
445,customer care manager,0.8186088,customer care engineer,4454
3031,customer care manager service,0.8381384,customer care manager,445
2657,customer delight manager,0.8079484,assistant manager customer delight,3220
6164,customer due diligence analyst,0.93877894,senior customer due diligence analyst,6557
3537,customer engineer,0.81537926,senior customer engineer,3795
6347,customer experience analyst,0.8741263,customer experience manager,991
991,customer experience manager,0.8741263,customer experience analyst,6347
991,customer experience manager,0.82886654,general manager customer experience,3272
321,customer relationship manager,0.90024626,senior customer relationship manager,913
321,customer relationship manager,0.8633362,assistant customer relationship manager,964
6074,customer service analyst,0.8041306,customer service manager,319
3075,customer service delivery manager,0.8152441,service delivery manager,363
3513,customer service engineer,0.8725077,senior customer service engineer,4239
3513,customer service engineer,0.8366285,customer service manager,319
319,customer service manager,0.8912887,state customer service manager,3062
319,customer service manager,0.8366285,customer service engineer,3513
319,customer service manager,0.8207531,zonal customer service manager,2293
319,customer service manager,0.8041306,customer service analyst,6074
6145,customer service operation analyst,0.871264,manager customer service operation,891
5298,customer success engineer,0.85786176,customer success manager,709
709,customer success manager,0.9069628,senior customer success manager,2149
709,customer success manager,0.85786176,customer success engineer,5298
6090,customer support analyst,0.8091854,customer support manager,656
4850,customer support engineer l,0.87210786,sale customer support engineer,5167
4850,customer support engineer l,0.84574264,coustomer support engineer,4643
4850,customer support engineer l,0.840526,engineer customer support,3394
4850,customer support engineer l,0.8353887,senior customer support engineer,3505
4850,customer support engineer l,0.80265504,associate customer support engineer,3684
4850,customer support engineer l,0.80145115,customer support manager,656
656,customer support manager,0.8099365,engineer customer support,3394
656,customer support manager,0.8091854,customer support analyst,6090
656,customer support manager,0.80145115,customer support engineer l,4850
5922,cyber security analyst,0.86391985,senior cyber security analyst,6189
5922,cyber security analyst,0.8406567,cyber security manager,2138
5922,cyber security analyst,0.8131412,cyber security engineer,4200
4200,cyber security engineer,0.85593927,cyber security manager,2138
4200,cyber security engineer,0.8131412,cyber security analyst,5922
2138,cyber security manager,0.85593927,cyber security engineer,4200
2138,cyber security manager,0.8406567,cyber security analyst,5922
6087,data integration analyst,0.83368874,integration analyst,6412
6322,data processing analyst,0.806272,data processing engineer,3836
3836,data processing engineer,0.806272,data processing analyst,6322
5968,data research analyst,0.8589685,senior data research analyst,6159
5968,data research analyst,0.82616854,research analyst,5883
6089,database analyst,0.85965323,senior database analyst,6263
4154,database engineer,0.85320157,senior database engineer,4318
6608,database management analyst,0.8298778,database manager,1829
1829,database manager,0.8298778,database management analyst,6608
5409,dc commissioning engineer,0.89160866,c commissioning engineer,5026
5409,dc commissioning engineer,0.87349343,commissioning engineer,3531
779,dealer success manager,0.9125722,senior dealer success manager,1780
553,debt manager,0.8375622,area debt manager,1251
6077,delivery analyst,0.8063262,service delivery analyst,6025
4697,delivery engineer,0.8564802,senior delivery engineer,5320
404,delivery manager,0.8400371,senior delivery manager,744
4986,department engineer,0.82870334,department manager,299
299,department manager,0.8473208,senior department manager,1221
299,department manager,0.82870334,department engineer,4986
299,department manager,0.80032897,trainee department manager,1053
3901,deployment engineer,0.87033445,deployment manager,1490
1490,deployment manager,0.87033445,deployment engineer,3901
1490,deployment manager,0.8463857,zonal deployment manager,1619
6947,deputy account officer,0.81638336,account officer,6692
1593,deputy acquisition manager,0.8429298,acquisition manager,431
1401,deputy channel development manager,0.85046166,channel development manager,946
5866,deputy chief architect,0.8423912,chief architect,5821
1844,deputy client relationship manager,0.84002316,client relationship manager,408
933,deputy district manager,0.8074537,deputy district sale manager,1662
1662,deputy district sale manager,0.8074537,deputy district manager,933
1225,deputy divisional manager,0.83759254,deputy divisional sale manager,2036
2036,deputy divisional sale manager,0.83759254,deputy divisional manager,1225
5114,deputy engineer electrical,0.8102865,deputy manager electrical,546
4863,deputy engineer mechanical,0.81877273,deputy manager mechanical,713
3855,deputy executive engineer,0.8015489,deputy executive manager,1972
1972,deputy executive manager,0.8015489,deputy executive engineer,3855
311,deputy general manager,0.90073895,deputy general manager hr,730
311,deputy general manager,0.8887128,deputy general manager sale,602
311,deputy general manager,0.88142955,deputy general manager qc,2485
311,deputy general manager,0.8693818,deputy general manager mep,2117
311,deputy general manager,0.8637653,senior deputy general manager,989
311,deputy general manager,0.86295706,deputy general manager account,1387
311,deputy general manager,0.8529915,deputy general manager engineering,1119
311,deputy general manager,0.8404315,deputy general manager scm,3323
311,deputy general manager,0.8367204,deputy general manager project,649
311,deputy general manager,0.83090127,deputy general manager civil,958
311,deputy general manager,0.8226328,deputy general manager operation,520
311,deputy general manager,0.8043698,deputy general manager finance,874
1387,deputy general manager account,0.86295706,deputy general manager,311
1387,deputy general manager account,0.80178475,general manager account,1927
1279,deputy general manager business development,0.88396,general manager business development,984
1279,deputy general manager business development,0.8142323,deputy manager business development,708
958,deputy general manager civil,0.83090127,deputy general manager,311
1196,deputy general manager commercial,0.8537297,general manager commercial,1090
1119,deputy general manager engineering,0.8529915,deputy general manager,311
874,deputy general manager finance,0.8830919,deputy general manager finance account,788
874,deputy general manager finance,0.81325066,general manager finance,802
874,deputy general manager finance,0.8043698,deputy general manager,311
788,deputy general manager finance account,0.8830919,deputy general manager finance,874
788,deputy general manager finance account,0.8578602,general manager finance account,776
730,deputy general manager hr,0.90073895,deputy general manager,311
730,deputy general manager hr,0.80049825,deputy general manager sale,602
2606,deputy general manager international business,0.8887608,general manager international business,1675
1540,deputy general manager legal,0.8320866,general manager legal,1265
1023,deputy general manager marketing,0.857591,deputy general manager sale marketing,1018
1604,deputy general manager material,0.8172755,general manager material,1382
1201,deputy general manager mechanical,0.83414155,general manager mechanical,3343
2117,deputy general manager mep,0.8693818,deputy general manager,311
520,deputy general manager operation,0.8226328,deputy general manager,311
520,deputy general manager operation,0.8218612,general manager operation,395
1782,deputy general manager procurement,0.84688216,general manager procurement,1356
2780,deputy general manager product development,0.8021317,deputy manager product development,1222
721,deputy general manager production,0.816894,general manager production,1001
649,deputy general manager project,0.8367204,deputy general manager,311
1154,deputy general manager purchase,0.8445715,general manager purchase,1425
2485,deputy general manager qc,0.88142955,deputy general manager,311
1696,deputy general manager quality assurance,0.8766896,general manager quality assurance,1363
1696,deputy general manager quality assurance,0.8022039,deputy manager quality assurance,576
602,deputy general manager sale,0.8887128,deputy general manager,311
602,deputy general manager sale,0.81774986,deputy general manager sale marketing,1018
602,deputy general manager sale,0.80049825,deputy general manager hr,730
1018,deputy general manager sale marketing,0.857591,deputy general manager marketing,1023
1018,deputy general manager sale marketing,0.8506352,general manager sale marketing,762
1018,deputy general manager sale marketing,0.81774986,deputy general manager sale,602
3323,deputy general manager scm,0.8404315,deputy general manager,311
279,deputy manager,0.81979924,deputy manager ii,535
279,deputy manager,0.8066258,deputy manager mi,1345
279,deputy manager,0.8065347,deputy manager hr,364
279,deputy manager,0.8006673,deputy manager qa,715
2143,deputy manager account taxation,0.87732947,manager account taxation,1088
2143,deputy manager account taxation,0.808533,account taxation,6930
573,deputy manager administration,0.80984944,deputy manager administration security,3133
3133,deputy manager administration security,0.8189473,sr dot manager administrationsecurity,2077
3133,deputy manager administration security,0.80984944,deputy manager administration,573
1106,deputy manager banking,0.82726073,manager banking,2187
1106,deputy manager banking,0.8140099,deputy manager banking operation,1783
1783,deputy manager banking operation,0.8140099,deputy manager banking,1106
1783,deputy manager banking operation,0.800785,assistant manager banking operation,1079
708,deputy manager business development,0.8142323,deputy general manager business development,1279
708,deputy manager business development,0.8061464,account manager business development,1493
708,deputy manager business development,0.8017599,assistant manager business development,681
3053,deputy manager business intelligence unit,0.80418,manager business intelligence,1413
3199,deputy manager client servicing,0.88621736,manager client servicing,742
3199,deputy manager client servicing,0.81286556,senior manager client servicing,2338
2240,deputy manager compliance,0.83255404,deputy manager hr compliance,3058
765,deputy manager construction,0.8315543,manager construction,1769
2010,deputy manager contract,0.8026959,manager contract,667
2374,deputy manager corporate affair,0.9063624,manager corporate affair,1320
2822,deputy manager corporate communication,0.8461631,senior manager corporate communication,2569
2822,deputy manager corporate communication,0.8326231,corporate communication manager,1003
2822,deputy manager corporate communication,0.83132136,assistant manager corporate communication,1693
2160,deputy manager corporate hr,0.86643815,manager corporate hr,1554
1102,deputy manager corporate sale,0.8558111,manager corporate sale,1104
1715,deputy manager customer support,0.83057886,engineer customer support,3394
546,deputy manager electrical,0.8102865,deputy engineer electrical,5114
546,deputy manager electrical,0.8088627,manager electrical,527
2394,deputy manager environment,0.8897292,manager environment,816
2394,deputy manager environment,0.80152225,assistant manager environment,1245
3212,deputy manager erection commissioning,0.8006877,erection commissioning engineer,4187
3043,deputy manager excise,0.8515422,manager excise,1804
413,deputy manager finance,0.83161736,deputy manager finance account,426
426,deputy manager finance account,0.83161736,deputy manager finance,413
2162,deputy manager fire safety,0.879858,manager fire safety,1813
2152,deputy manager food beverage,0.8041329,food beverage manager,615
364,deputy manager hr,0.8065347,deputy manager,279
1071,deputy manager hr admin,0.8320042,manager hr admin,496
3058,deputy manager hr compliance,0.8868233,manager hr compliance,2253
3058,deputy manager hr compliance,0.83255404,deputy manager compliance,2240
1223,deputy manager hse,0.8608166,deputy manager hsef,3350
3350,deputy manager hsef,0.8608166,deputy manager hse,1223
535,deputy manager ii,0.81979924,deputy manager,279
1921,deputy manager indirect taxation,0.90521187,manager indirect taxation,770
1921,deputy manager indirect taxation,0.843336,senior manager indirect taxation,1748
1921,deputy manager indirect taxation,0.82827085,assistant manager indirect taxation,1105
570,deputy manager information technology,0.8741807,engineer information technology,4779
570,deputy manager information technology,0.85642743,senior manager information technology,543
570,deputy manager information technology,0.8329497,assistant manager information technology,418
1084,deputy manager instrumentation,0.8587081,manager instrumentation,711
861,deputy manager internal audit,0.8763666,manager internal audit,657
2246,deputy manager learning development,0.9100612,manager learning development,599
2246,deputy manager learning development,0.8511677,senior manager learning development,965
2246,deputy manager learning development,0.8367257,assistant manager learning development,1007
505,deputy manager maintenance,0.8159324,deputy manager maintenance project,2909
2909,deputy manager maintenance project,0.8159324,deputy manager maintenance,505
1182,deputy manager manufacturing,0.91523993,deputy manager manufacturing engineering,2120
1182,deputy manager manufacturing,0.8025061,senior manager manufacturing,849
2120,deputy manager manufacturing engineering,0.91523993,deputy manager manufacturing,1182
2120,deputy manager manufacturing engineering,0.9082507,manager manufacturing engineering,1384
2120,deputy manager manufacturing engineering,0.83356464,assistant manager manufacturing engineering,1986
2120,deputy manager manufacturing engineering,0.8224869,manufacturing engineer,3453
713,deputy manager mechanical,0.81877273,deputy engineer mechanical,4863
713,deputy manager mechanical,0.81871575,manager mechanical,554
2261,deputy manager mechanical maintenance,0.8903917,manager mechanical maintenance,782
2261,deputy manager mechanical maintenance,0.81953347,senior manager mechanical maintenance,2099
2261,deputy manager mechanical maintenance,0.8026593,assistant manager mechanical maintenance,923
1345,deputy manager mi,0.9280578,deputy manager mine,1511
1345,deputy manager mi,0.8066258,deputy manager,279
1511,deputy manager mine,0.9280578,deputy manager mi,1345
2383,deputy manager packing,0.84536546,manager packing,2128
2110,deputy manager piping,0.81994283,manager piping,1264
1222,deputy manager product development,0.8061502,product development manager,540
1222,deputy manager product development,0.8039569,senior manager product development,1257
1222,deputy manager product development,0.8021317,deputy general manager product development,2780
416,deputy manager production,0.8347736,deputy manager production dept,3287
3287,deputy manager production dept,0.8347736,deputy manager production,416
686,deputy manager project management,0.84818965,manager project management,1034
715,deputy manager qa,0.8280855,deputy manager qa qc,1098
715,deputy manager qa,0.8006673,deputy manager,279
1098,deputy manager qa qc,0.8280855,deputy manager qa,715
576,deputy manager quality assurance,0.88068014,manager quality assurance,432
576,deputy manager quality assurance,0.804046,senior manager quality assurance,734
576,deputy manager quality assurance,0.8022039,deputy general manager quality assurance,1696
939,deputy manager quality control,0.8792182,manager quality control,610
939,deputy manager quality control,0.8017218,senior manager quality control,1311
2525,deputy manager recruitment,0.8096742,senior manager recruitment,2202
1234,deputy manager research development,0.90629035,manager research development,1115
723,deputy manager sale marketing,0.8445668,manager sale marketing,387
1205,deputy manager security,0.8306778,duty manager security,3119
2503,deputy manager service delivery manager,0.854417,service delivery manager,363
2503,deputy manager service delivery manager,0.8197666,senior service delivery manager,1057
2816,deputy manager strategic sourcing,0.90512383,manager strategic sourcing,902
